team_id,url_for_year,Season,Lg,Team,GP,W,L,T,OL,PTS,PTS%,SRS,SOS,Finish,Playoffs,Coaches,date_index,won_stanley_cup
MTL,http://www.hockey-reference.com/teams/MTL/1946.html,1945-46,NHL,Montreal Canadiens,50,28,17,5,0,61,.610,0.63,-0.13,1st,<strong>Won Stanley Cup Finals</strong>,D. Irvin,01/01/1945,1
MTL,http://www.hockey-reference.com/teams/MTL/1945.html,1944-45,NHL,Montreal Canadiens,50,38,8,4,0,80,.800,1.78,-0.36,1st,Lost NHL Semi-Finals,D. Irvin,01/01/1944,0
MTL,http://www.hockey-reference.com/teams/MTL/1944.html,1943-44,NHL,Montreal Canadiens,50,38,5,7,0,83,.830,2.08,-0.42,1st,<strong>Won Stanley Cup Finals</strong>,D. Irvin,01/01/1943,1
MTL,http://www.hockey-reference.com/teams/MTL/1943.html,1942-43,NHL,Montreal Canadiens,50,19,19,12,0,50,.500,-0.17,0.03,4th,Lost NHL Semi-Finals,D. Irvin,01/01/1942,0
MTL,http://www.hockey-reference.com/teams/MTL/1942.html,1941-42,NHL,Montreal Canadiens,48,18,27,3,0,39,.406,-0.70,0.12,6th,Lost NHL Quarter-Finals,D. Irvin,01/01/1941,0
MTL,http://www.hockey-reference.com/teams/MTL/1941.html,1940-41,NHL,Montreal Canadiens,48,16,26,6,0,38,.396,-0.47,0.08,6th,Lost NHL Quarter-Finals,D. Irvin,01/01/1940,0
MTL,http://www.hockey-reference.com/teams/MTL/1940.html,1939-40,NHL,Montreal Canadiens,48,10,33,5,0,25,.260,-1.39,0.23,7th,,P. Lepine,01/01/1939,0
MTL,http://www.hockey-reference.com/teams/MTL/1939.html,1938-39,NHL,Montreal Canadiens,48,15,24,9,0,39,.406,-0.55,0.09,6th,Lost NHL Quarter-Finals,C. Hart,01/01/1938,0
MTL,http://www.hockey-reference.com/teams/MTL/1938.html,1937-38,NHL,Montreal Canadiens,48,18,17,13,0,49,.510,-0.11,-0.01,3rd,Lost NHL Quarter-Finals,C. Hart,01/01/1937,0
MTL,http://www.hockey-reference.com/teams/MTL/1937.html,1936-37,NHL,Montreal Canadiens,48,24,18,6,0,54,.563,0.06,-0.02,1st,Lost NHL Semi-Finals,C. Hart,01/01/1936,0
MTL,http://www.hockey-reference.com/teams/MTL/1936.html,1935-36,NHL,Montreal Canadiens,48,11,26,11,0,33,.344,-0.75,0.10,4th,,S. Mantha,01/01/1935,0
MTL,http://www.hockey-reference.com/teams/MTL/1935.html,1934-35,NHL,Montreal Canadiens,48,19,23,6,0,44,.458,-0.65,0.08,3rd,Lost NHL Quarter-Finals,N. Lalonde,01/01/1934,0
MTL,http://www.hockey-reference.com/teams/MTL/1934.html,1933-34,NHL,Montreal Canadiens,48,22,20,6,0,50,.521,-0.04,0.01,2nd,Lost NHL Quarter-Finals,N. Lalonde,01/01/1933,0
MTL,http://www.hockey-reference.com/teams/MTL/1933.html,1932-33,NHL,Montreal Canadiens,48,18,25,5,0,41,.427,-0.43,0.05,3rd,Lost NHL Quarter-Finals,N. Lalonde,01/01/1932,0
MTL,http://www.hockey-reference.com/teams/MTL/1932.html,1931-32,NHL,Montreal Canadiens,48,25,16,7,0,57,.594,0.30,-0.05,1st,Lost NHL Semi-Finals,C. Hart,01/01/1931,0
MTL,http://www.hockey-reference.com/teams/MTL/1931.html,1930-31,NHL,Montreal Canadiens,44,26,10,8,0,60,.682,0.81,-0.10,1st,<strong>Won Stanley Cup Finals</strong>,C. Hart,01/01/1930,1
MTL,http://www.hockey-reference.com/teams/MTL/1930.html,1929-30,NHL,Montreal Canadiens,44,21,14,9,0,51,.580,0.58,-0.06,2nd,<strong>Won Stanley Cup Finals</strong>,C. Hart,01/01/1929,1
MTL,http://www.hockey-reference.com/teams/MTL/1929.html,1928-29,NHL,Montreal Canadiens,44,22,7,15,0,59,.670,0.59,-0.04,1st,Lost NHL Semi-Finals,C. Hart,01/01/1928,0
MTL,http://www.hockey-reference.com/teams/MTL/1928.html,1927-28,NHL,Montreal Canadiens,44,26,11,7,0,59,.670,1.40,-0.14,1st,Lost NHL Semi-Finals,C. Hart,01/01/1927,0
MTL,http://www.hockey-reference.com/teams/MTL/1927.html,1926-27,NHL,Montreal Canadiens,44,28,14,2,0,58,.659,0.67,-0.06,2nd,Lost NHL Semi-Finals,C. Hart,01/01/1926,0
MTL,http://www.hockey-reference.com/teams/MTL/1926.html,1925-26,NHL,Montreal Canadiens,36,11,24,1,0,23,.319,-0.69,0.11,7th,,L. Dandurand,01/01/1925,0
MTL,http://www.hockey-reference.com/teams/MTL/1925.html,1924-25,NHL,Montreal Canadiens,30,17,11,2,0,36,.600,1.03,-0.21,3rd,<strong>Won NHL Finals</strong>,L. Dandurand,01/01/1924,0
MTL,http://www.hockey-reference.com/teams/MTL/1924.html,1923-24,NHL,Montreal Canadiens,24,13,11,0,0,26,.542,0.34,-0.12,2nd,<strong>Won NHL Finals</strong>,L. Dandurand,01/01/1923,0
MTL,http://www.hockey-reference.com/teams/MTL/1923.html,1922-23,NHL,Montreal Canadiens,24,13,9,2,0,28,.583,0.38,-0.13,2nd,Lost NHL Finals,L. Dandurand,01/01/1922,0
MTL,http://www.hockey-reference.com/teams/MTL/1922.html,1921-22,NHL,Montreal Canadiens,24,12,11,1,0,25,.521,-0.19,0.06,3rd,,N. Lalonde,01/01/1921,0
MTL,http://www.hockey-reference.com/teams/MTL/1921.html,1920-21,NHL,Montreal Canadiens,24,13,11,0,0,26,.542,0.41,-0.14,3rd,,N. Lalonde,01/01/1920,0
MTL,http://www.hockey-reference.com/teams/MTL/1920.html,1919-20,NHL,Montreal Canadiens,24,13,11,0,0,26,.542,0.50,-0.17,2nd,,N. Lalonde,01/01/1919,0
MTL,http://www.hockey-reference.com/teams/MTL/1919.html,1918-19,NHL,Montreal Canadiens,18,10,8,0,0,20,.556,0.37,-0.19,2nd,<strong>Won NHL Finals</strong>,N. Lalonde,01/01/1918,0
MTL,http://www.hockey-reference.com/teams/MTL/1918.html,1917-18,NHL,Montreal Canadiens,22,13,9,0,0,26,.591,1.07,-0.39,1st,Lost NHL Finals,N. Lalonde,01/01/1917,0
NSH,http://www.hockey-reference.com/teams/NSH/2012.html,2011-12,NHL,Nashville Predators,82,48,26,0,8,104,.634,0.34,0.01,2nd,Lost NHL Conference Semi-Finals,B. Trotz,01/01/2011,0
NSH,http://www.hockey-reference.com/teams/NSH/2011.html,2010-11,NHL,Nashville Predators,82,44,27,0,11,99,.604,0.31,0.01,2nd,Lost NHL Conference Semi-Finals,B. Trotz,01/01/2010,0
NSH,http://www.hockey-reference.com/teams/NSH/2010.html,2009-10,NHL,Nashville Predators,82,47,29,0,6,100,.610,0.06,0.06,3rd,Lost NHL Conference Quarter-Finals,B. Trotz,01/01/2009,0
NSH,http://www.hockey-reference.com/teams/NSH/2009.html,2008-09,NHL,Nashville Predators,82,40,34,0,8,88,.537,-0.19,0.06,5th,,B. Trotz,01/01/2008,0
NSH,http://www.hockey-reference.com/teams/NSH/2008.html,2007-08,NHL,Nashville Predators,82,41,32,0,9,91,.555,0.13,0.12,2nd,Lost NHL Conference Quarter-Finals,B. Trotz,01/01/2007,0
NSH,http://www.hockey-reference.com/teams/NSH/2007.html,2006-07,NHL,Nashville Predators,82,51,23,0,8,110,.671,0.78,0.05,2nd,Lost NHL Conference Quarter-Finals,B. Trotz,01/01/2006,0
NSH,http://www.hockey-reference.com/teams/NSH/2006.html,2005-06,NHL,Nashville Predators,82,49,25,0,8,106,.646,0.32,-0.07,2nd,Lost NHL Conference Quarter-Finals,B. Trotz,01/01/2005,0
NSH,http://www.hockey-reference.com/teams/NSH/2004.html,2003-04,NHL,Nashville Predators,82,38,29,11,4,91,.555,-0.05,-0.04,3rd,Lost NHL Conference Quarter-Finals,B. Trotz,01/01/2003,0
NSH,http://www.hockey-reference.com/teams/NSH/2003.html,2002-03,NHL,Nashville Predators,82,27,35,13,7,74,.451,-0.17,0.11,4th,,B. Trotz,01/01/2002,0
NSH,http://www.hockey-reference.com/teams/NSH/2002.html,2001-02,NHL,Nashville Predators,82,28,41,13,0,69,.421,-0.31,0.10,4th,,B. Trotz,01/01/2001,0
NSH,http://www.hockey-reference.com/teams/NSH/2001.html,2000-01,NHL,Nashville Predators,82,34,36,9,3,80,.488,-0.11,0.06,3rd,,B. Trotz,01/01/2000,0
NSH,http://www.hockey-reference.com/teams/NSH/2000.html,1999-00,NHL,Nashville Predators,82,28,40,7,7,70,.427,-0.36,0.14,4th,,B. Trotz,01/01/1999,0
NSH,http://www.hockey-reference.com/teams/NSH/1999.html,1998-99,NHL,Nashville Predators,82,28,47,7,0,63,.384,-0.85,0.02,4th,,B. Trotz,01/01/1998,0
NJD,http://www.hockey-reference.com/teams/NJD/2012.html,2011-12,NHL,New Jersey Devils,82,48,28,0,6,102,.622,0.23,0.00,4th,Lost Stanley Cup Finals,P. DeBoer,01/01/2011,0
NJD,http://www.hockey-reference.com/teams/NJD/2011.html,2010-11,NHL,New Jersey Devils,82,38,39,0,5,81,.494,-0.41,0.02,4th,,J. MacLean,01/01/2010,0
NJD,http://www.hockey-reference.com/teams/NJD/2010.html,2009-10,NHL,New Jersey Devils,82,48,27,0,7,103,.628,0.31,-0.07,1st,Lost NHL Conference Quarter-Finals,J. Lemaire,01/01/2009,0
NJD,http://www.hockey-reference.com/teams/NJD/2009.html,2008-09,NHL,New Jersey Devils,82,51,27,0,4,106,.646,0.38,-0.05,1st,Lost NHL Conference Quarter-Finals,B. Sutter,01/01/2008,0
NJD,http://www.hockey-reference.com/teams/NJD/2008.html,2007-08,NHL,New Jersey Devils,82,46,29,0,7,99,.604,0.00,-0.11,2nd,Lost NHL Conference Quarter-Finals,B. Sutter,01/01/2007,0
NJD,http://www.hockey-reference.com/teams/NJD/2007.html,2006-07,NHL,New Jersey Devils,82,49,24,0,9,107,.652,0.03,-0.15,1st,Lost NHL Conference Semi-Finals,C. Julien,01/01/2006,0
NJD,http://www.hockey-reference.com/teams/NJD/2006.html,2005-06,NHL,New Jersey Devils,82,46,27,0,9,101,.616,0.05,-0.11,1st,Lost NHL Conference Semi-Finals,L. Robinson,01/01/2005,0
NJD,http://www.hockey-reference.com/teams/NJD/2004.html,2003-04,NHL,New Jersey Devils,82,43,25,12,2,100,.610,0.54,-0.06,2nd,Lost NHL Conference Quarter-Finals,P. Burns,01/01/2003,0
NJD,http://www.hockey-reference.com/teams/NJD/2003.html,2002-03,NHL,New Jersey Devils,82,46,20,10,6,108,.659,0.49,-0.12,1st,<strong>Won Stanley Cup Finals</strong>,P. Burns,01/01/2002,1
NJD,http://www.hockey-reference.com/teams/NJD/2002.html,2001-02,NHL,New Jersey Devils,82,41,28,9,4,95,.579,0.15,-0.07,3rd,Lost NHL Conference Quarter-Finals,L. Robinson,01/01/2001,0
NJD,http://www.hockey-reference.com/teams/NJD/2001.html,2000-01,NHL,New Jersey Devils,82,48,19,12,3,111,.677,1.10,-0.12,1st,Lost Stanley Cup Finals,L. Robinson,01/01/2000,0
NJD,http://www.hockey-reference.com/teams/NJD/2000.html,1999-00,NHL,New Jersey Devils,82,45,24,8,5,103,.628,0.46,-0.13,2nd,<strong>Won Stanley Cup Finals</strong>,R. Ftorek,01/01/1999,1
NJD,http://www.hockey-reference.com/teams/NJD/1999.html,1998-99,NHL,New Jersey Devils,82,47,24,11,0,105,.640,0.62,-0.02,1st,Lost NHL Conference Quarter-Finals,R. Ftorek,01/01/1998,0
NJD,http://www.hockey-reference.com/teams/NJD/1998.html,1997-98,NHL,New Jersey Devils,82,48,23,11,0,107,.652,0.66,-0.06,1st,Lost NHL Conference Quarter-Finals,J. Lemaire,01/01/1997,0
NJD,http://www.hockey-reference.com/teams/NJD/1997.html,1996-97,NHL,New Jersey Devils,82,45,23,14,0,104,.634,0.57,-0.03,1st,Lost NHL Conference Semi-Finals,J. Lemaire,01/01/1996,0
NJD,http://www.hockey-reference.com/teams/NJD/1996.html,1995-96,NHL,New Jersey Devils,82,37,33,12,0,86,.524,0.20,0.04,6th,,J. Lemaire,01/01/1995,0
NJD,http://www.hockey-reference.com/teams/NJD/1995.html,1994-95,NHL,New Jersey Devils,48,22,18,8,0,52,.542,0.30,-0.01,2nd,<strong>Won Stanley Cup Finals</strong>,J. Lemaire,01/01/1994,1
NJD,http://www.hockey-reference.com/teams/NJD/1994.html,1993-94,NHL,New Jersey Devils,84,47,25,12,0,106,.631,1.01,-0.02,2nd,Lost NHL Conference Finals,J. Lemaire,01/01/1993,0
NJD,http://www.hockey-reference.com/teams/NJD/1993.html,1992-93,NHL,New Jersey Devils,84,40,37,7,0,87,.518,0.26,0.15,4th,Lost NHL Division Semi-Finals,H. Brooks,01/01/1992,0
NJD,http://www.hockey-reference.com/teams/NJD/1992.html,1991-92,NHL,New Jersey Devils,80,38,31,11,0,87,.544,0.48,0.10,4th,Lost NHL Division Semi-Finals,T. McVie,01/01/1991,0
NJD,http://www.hockey-reference.com/teams/NJD/1991.html,1990-91,NHL,New Jersey Devils,80,32,33,15,0,79,.494,0.09,-0.01,4th,Lost NHL Division Semi-Finals,J. Cunniff,01/01/1990,0
NJD,http://www.hockey-reference.com/teams/NJD/1990.html,1989-90,NHL,New Jersey Devils,80,37,34,9,0,83,.519,0.06,-0.03,2nd,Lost NHL Division Semi-Finals,J. Schoenfeld,01/01/1989,0
NJD,http://www.hockey-reference.com/teams/NJD/1989.html,1988-89,NHL,New Jersey Devils,80,27,41,12,0,66,.413,-0.53,0.02,5th,,J. Schoenfeld,01/01/1988,0
NJD,http://www.hockey-reference.com/teams/NJD/1988.html,1987-88,NHL,New Jersey Devils,80,38,36,6,0,82,.513,0.06,0.07,4th,Lost NHL Conference Finals,D. Carpenter,01/01/1987,0
NJD,http://www.hockey-reference.com/teams/NJD/1987.html,1986-87,NHL,New Jersey Devils,80,29,45,6,0,64,.400,-0.87,0.07,6th,,D. Carpenter,01/01/1986,0
NJD,http://www.hockey-reference.com/teams/NJD/1986.html,1985-86,NHL,New Jersey Devils,80,28,49,3,0,59,.369,-0.76,0.16,6th,,D. Carpenter,01/01/1985,0
NJD,http://www.hockey-reference.com/teams/NJD/1985.html,1984-85,NHL,New Jersey Devils,80,22,48,10,0,54,.338,-0.96,0.07,5th,,D. Carpenter,01/01/1984,0
NJD,http://www.hockey-reference.com/teams/NJD/1984.html,1983-84,NHL,New Jersey Devils,80,17,56,7,0,41,.256,-1.38,0.11,5th,,B. MacMillan,01/01/1983,0
NJD,http://www.hockey-reference.com/teams/NJD/1983.html,1982-83,NHL,New Jersey Devils,80,17,49,14,0,48,.300,-1.27,0.08,5th,,B. MacMillan,01/01/1982,0
NJD,http://www.hockey-reference.com/teams/CLR/1982.html,1981-82,NHL,Colorado Rockies,80,18,49,13,0,49,.306,-1.43,0.08,5th,,B. Marshall,01/01/1981,0
NJD,http://www.hockey-reference.com/teams/CLR/1981.html,1980-81,NHL,Colorado Rockies,80,22,45,13,0,57,.356,-1.02,0.05,5th,,B. MacMillan,01/01/1980,0
NJD,http://www.hockey-reference.com/teams/CLR/1980.html,1979-80,NHL,Colorado Rockies,80,19,48,13,0,51,.319,-0.88,0.04,6th,,D. Cherry,01/01/1979,0
NJD,http://www.hockey-reference.com/teams/CLR/1979.html,1978-79,NHL,Colorado Rockies,80,15,53,12,0,42,.263,-1.56,-0.05,4th,,P. Kelly,01/01/1978,0
NJD,http://www.hockey-reference.com/teams/CLR/1978.html,1977-78,NHL,Colorado Rockies,80,19,40,21,0,59,.369,-0.62,-0.02,2nd,Lost NHL Preliminary Round,P. Kelly,01/01/1977,0
NJD,http://www.hockey-reference.com/teams/CLR/1977.html,1976-77,NHL,Colorado Rockies,80,20,46,14,0,54,.338,-1.01,0.00,5th,,J. Wilson,01/01/1976,0
NJD,http://www.hockey-reference.com/teams/KCS/1976.html,1975-76,NHL,Kansas City Scouts,80,12,56,12,0,36,.225,-1.94,0.07,5th,,B. Guidolin,01/01/1975,0
NJD,http://www.hockey-reference.com/teams/KCS/1975.html,1974-75,NHL,Kansas City Scouts,80,15,54,11,0,41,.256,-1.71,0.09,5th,,B. Guidolin,01/01/1974,0
NYI,http://www.hockey-reference.com/teams/NYI/2012.html,2011-12,NHL,New York Islanders,82,34,37,0,11,79,.482,-0.58,0.05,5th,,J. Capuano,01/01/2011,0
NYI,http://www.hockey-reference.com/teams/NYI/2011.html,2010-11,NHL,New York Islanders,82,30,39,0,13,73,.445,-0.42,0.01,5th,,S. Gordon,01/01/2010,0
NYI,http://www.hockey-reference.com/teams/NYI/2010.html,2009-10,NHL,New York Islanders,82,34,37,0,11,79,.482,-0.53,-0.02,5th,,S. Gordon,01/01/2009,0
NYI,http://www.hockey-reference.com/teams/NYI/2009.html,2008-09,NHL,New York Islanders,82,26,47,0,9,61,.372,-0.91,0.05,5th,,S. Gordon,01/01/2008,0
NYI,http://www.hockey-reference.com/teams/NYI/2008.html,2007-08,NHL,New York Islanders,82,35,38,0,9,79,.482,-0.65,-0.05,5th,,T. Nolan,01/01/2007,0
NYI,http://www.hockey-reference.com/teams/NYI/2007.html,2006-07,NHL,New York Islanders,82,40,30,0,12,92,.561,-0.04,-0.14,4th,Lost NHL Conference Quarter-Finals,T. Nolan,01/01/2006,0
NYI,http://www.hockey-reference.com/teams/NYI/2006.html,2005-06,NHL,New York Islanders,82,36,40,0,6,78,.476,-0.62,-0.04,4th,,S. Stirling,01/01/2005,0
NYI,http://www.hockey-reference.com/teams/NYI/2004.html,2003-04,NHL,New York Islanders,82,38,29,11,4,91,.555,0.29,-0.04,3rd,Lost NHL Conference Quarter-Finals,S. Stirling,01/01/2003,0
NYI,http://www.hockey-reference.com/teams/NYI/2003.html,2002-03,NHL,New York Islanders,82,35,34,11,2,83,.506,-0.16,-0.07,3rd,Lost NHL Conference Quarter-Finals,P. Laviolette,01/01/2002,0
NYI,http://www.hockey-reference.com/teams/NYI/2002.html,2001-02,NHL,New York Islanders,82,42,28,8,4,96,.585,0.15,-0.08,2nd,Lost NHL Conference Quarter-Finals,P. Laviolette,01/01/2001,0
NYI,http://www.hockey-reference.com/teams/NYI/2001.html,2000-01,NHL,New York Islanders,82,21,51,7,3,52,.317,-1.02,0.00,5th,,B. Goring,01/01/2000,0
NYI,http://www.hockey-reference.com/teams/NYI/2000.html,1999-00,NHL,New York Islanders,82,24,48,9,1,58,.354,-1.02,-0.03,5th,,B. Goring,01/01/1999,0
NYI,http://www.hockey-reference.com/teams/NYI/1999.html,1998-99,NHL,New York Islanders,82,24,48,10,0,58,.354,-0.55,0.06,5th,,M. Milbury,01/01/1998,0
NYI,http://www.hockey-reference.com/teams/NYI/1998.html,1997-98,NHL,New York Islanders,82,30,41,11,0,71,.433,-0.15,0.00,4th,,R. Bowness,01/01/1997,0
NYI,http://www.hockey-reference.com/teams/NYI/1997.html,1996-97,NHL,New York Islanders,82,29,41,12,0,70,.427,-0.10,0.02,7th,,M. Milbury,01/01/1996,0
NYI,http://www.hockey-reference.com/teams/NYI/1996.html,1995-96,NHL,New York Islanders,82,22,50,10,0,54,.329,-0.94,0.11,7th,,M. Milbury,01/01/1995,0
NYI,http://www.hockey-reference.com/teams/NYI/1995.html,1994-95,NHL,New York Islanders,48,15,28,5,0,35,.365,-0.63,0.04,7th,,L. Henning,01/01/1994,0
NYI,http://www.hockey-reference.com/teams/NYI/1994.html,1993-94,NHL,New York Islanders,84,36,36,12,0,84,.500,0.25,0.03,4th,Lost NHL Conference Quarter-Finals,A. Arbour,01/01/1993,0
NYI,http://www.hockey-reference.com/teams/NYI/1993.html,1992-93,NHL,New York Islanders,84,40,37,7,0,87,.518,0.56,0.11,3rd,Lost NHL Conference Finals,A. Arbour,01/01/1992,0
NYI,http://www.hockey-reference.com/teams/NYI/1992.html,1991-92,NHL,New York Islanders,80,34,35,11,0,79,.494,0.04,0.14,5th,,A. Arbour,01/01/1991,0
NYI,http://www.hockey-reference.com/teams/NYI/1991.html,1990-91,NHL,New York Islanders,80,25,45,10,0,60,.375,-0.77,0.06,6th,,A. Arbour,01/01/1990,0
NYI,http://www.hockey-reference.com/teams/NYI/1990.html,1989-90,NHL,New York Islanders,80,31,38,11,0,73,.456,-0.10,-0.01,4th,Lost NHL Division Semi-Finals,A. Arbour,01/01/1989,0
NYI,http://www.hockey-reference.com/teams/NYI/1989.html,1988-89,NHL,New York Islanders,80,28,47,5,0,61,.381,-0.72,0.04,6th,,T. Simpson,01/01/1988,0
NYI,http://www.hockey-reference.com/teams/NYI/1988.html,1987-88,NHL,New York Islanders,80,39,31,10,0,88,.550,0.54,0.03,1st,Lost NHL Division Semi-Finals,T. Simpson,01/01/1987,0
NYI,http://www.hockey-reference.com/teams/NYI/1987.html,1986-87,NHL,New York Islanders,80,35,33,12,0,82,.513,-0.03,-0.01,3rd,Lost NHL Division Finals,T. Simpson,01/01/1986,0
NYI,http://www.hockey-reference.com/teams/NYI/1986.html,1985-86,NHL,New York Islanders,80,39,29,12,0,90,.563,0.58,0.04,3rd,Lost NHL Division Semi-Finals,A. Arbour,01/01/1985,0
NYI,http://www.hockey-reference.com/teams/NYI/1985.html,1984-85,NHL,New York Islanders,80,40,34,6,0,86,.538,0.37,-0.05,3rd,Lost NHL Division Finals,A. Arbour,01/01/1984,0
NYI,http://www.hockey-reference.com/teams/NYI/1984.html,1983-84,NHL,New York Islanders,80,50,26,4,0,104,.650,1.00,-0.10,1st,Lost Stanley Cup Finals,A. Arbour,01/01/1983,0
NYI,http://www.hockey-reference.com/teams/NYI/1983.html,1982-83,NHL,New York Islanders,80,42,26,12,0,96,.600,0.84,-0.11,2nd,<strong>Won Stanley Cup Finals</strong>,A. Arbour,01/01/1982,1
NYI,http://www.hockey-reference.com/teams/NYI/1982.html,1981-82,NHL,New York Islanders,80,54,16,10,0,118,.738,1.63,-0.05,1st,<strong>Won Stanley Cup Finals</strong>,A. Arbour,01/01/1981,1
NYI,http://www.hockey-reference.com/teams/NYI/1981.html,1980-81,NHL,New York Islanders,80,48,18,14,0,110,.688,1.13,-0.06,1st,<strong>Won Stanley Cup Finals</strong>,A. Arbour,01/01/1980,1
NYI,http://www.hockey-reference.com/teams/NYI/1980.html,1979-80,NHL,New York Islanders,80,39,28,13,0,91,.569,0.41,-0.02,2nd,<strong>Won Stanley Cup Finals</strong>,A. Arbour,01/01/1979,1
NYI,http://www.hockey-reference.com/teams/NYI/1979.html,1978-79,NHL,New York Islanders,80,51,15,14,0,116,.725,1.76,-0.04,1st,Lost NHL Semi-Finals,A. Arbour,01/01/1978,0
NYI,http://www.hockey-reference.com/teams/NYI/1978.html,1977-78,NHL,New York Islanders,80,48,17,15,0,111,.694,1.47,-0.08,1st,Lost NHL Quarter-Finals,A. Arbour,01/01/1977,0
NYI,http://www.hockey-reference.com/teams/NYI/1977.html,1976-77,NHL,New York Islanders,80,47,21,12,0,106,.663,1.12,-0.07,2nd,Lost NHL Semi-Finals,A. Arbour,01/01/1976,0
NYI,http://www.hockey-reference.com/teams/NYI/1976.html,1975-76,NHL,New York Islanders,80,42,21,17,0,101,.631,1.26,-0.08,2nd,Lost NHL Semi-Finals,A. Arbour,01/01/1975,0
NYI,http://www.hockey-reference.com/teams/NYI/1975.html,1974-75,NHL,New York Islanders,80,33,25,22,0,88,.550,0.52,-0.01,3rd,Lost NHL Semi-Finals,A. Arbour,01/01/1974,0
NYI,http://www.hockey-reference.com/teams/NYI/1974.html,1973-74,NHL,New York Islanders,78,19,41,18,0,56,.359,-0.78,0.05,8th,,A. Arbour,01/01/1973,0
NYI,http://www.hockey-reference.com/teams/NYI/1973.html,1972-73,NHL,New York Islanders,78,12,60,6,0,30,.192,-2.10,0.17,8th,,P. Goyette,01/01/1972,0
NYR,http://www.hockey-reference.com/teams/NYR/2012.html,2011-12,NHL,New York Rangers,82,51,24,0,7,109,.665,0.46,-0.02,1st,Lost NHL Conference Finals,J. Tortorella,01/01/2011,0
NYR,http://www.hockey-reference.com/teams/NYR/2011.html,2010-11,NHL,New York Rangers,82,44,33,0,5,93,.567,0.37,-0.06,3rd,Lost NHL Conference Quarter-Finals,J. Tortorella,01/01/2010,0
NYR,http://www.hockey-reference.com/teams/NYR/2010.html,2009-10,NHL,New York Rangers,82,38,33,0,11,87,.530,0.00,-0.05,4th,,J. Tortorella,01/01/2009,0
NYR,http://www.hockey-reference.com/teams/NYR/2009.html,2008-09,NHL,New York Rangers,82,43,30,0,9,95,.579,-0.10,-0.01,4th,Lost NHL Conference Quarter-Finals,T. Renney,01/01/2008,0
NYR,http://www.hockey-reference.com/teams/NYR/2008.html,2007-08,NHL,New York Rangers,82,42,27,0,13,97,.591,0.05,-0.12,3rd,Lost NHL Conference Semi-Finals,T. Renney,01/01/2007,0
NYR,http://www.hockey-reference.com/teams/NYR/2007.html,2006-07,NHL,New York Rangers,82,42,30,0,10,94,.573,0.16,-0.16,3rd,Lost NHL Conference Semi-Finals,T. Renney,01/01/2006,0
NYR,http://www.hockey-reference.com/teams/NYR/2006.html,2005-06,NHL,New York Rangers,82,44,26,0,12,100,.610,0.38,-0.14,3rd,Lost NHL Conference Quarter-Finals,T. Renney,01/01/2005,0
NYR,http://www.hockey-reference.com/teams/NYR/2004.html,2003-04,NHL,New York Rangers,82,27,40,7,8,69,.421,-0.51,0.03,4th,,G. Sather,01/01/2003,0
NYR,http://www.hockey-reference.com/teams/NYR/2003.html,2002-03,NHL,New York Rangers,82,32,36,10,4,78,.476,-0.33,-0.08,4th,,B. Trottier,01/01/2002,0
NYR,http://www.hockey-reference.com/teams/NYR/2002.html,2001-02,NHL,New York Rangers,82,36,38,4,4,80,.488,-0.43,-0.05,4th,,R. Low,01/01/2001,0
NYR,http://www.hockey-reference.com/teams/NYR/2001.html,2000-01,NHL,New York Rangers,82,33,43,5,1,72,.439,-0.53,-0.04,4th,,R. Low,01/01/2000,0
NYR,http://www.hockey-reference.com/teams/NYR/2000.html,1999-00,NHL,New York Rangers,82,29,38,12,3,73,.445,-0.39,-0.05,4th,,J. Muckler,01/01/1999,0
NYR,http://www.hockey-reference.com/teams/NYR/1999.html,1998-99,NHL,New York Rangers,82,33,38,11,0,77,.470,-0.08,0.04,4th,,J. Muckler,01/01/1998,0
NYR,http://www.hockey-reference.com/teams/NYR/1998.html,1997-98,NHL,New York Rangers,82,25,39,18,0,68,.415,-0.41,0.00,5th,,C. Campbell,01/01/1997,0
NYR,http://www.hockey-reference.com/teams/NYR/1997.html,1996-97,NHL,New York Rangers,82,38,34,10,0,86,.524,0.33,0.01,4th,Lost NHL Conference Finals,C. Campbell,01/01/1996,0
NYR,http://www.hockey-reference.com/teams/NYR/1996.html,1995-96,NHL,New York Rangers,82,41,27,14,0,96,.585,0.43,0.00,2nd,Lost NHL Conference Semi-Finals,C. Campbell,01/01/1995,0
NYR,http://www.hockey-reference.com/teams/NYR/1995.html,1994-95,NHL,New York Rangers,48,22,23,3,0,47,.490,0.10,-0.01,4th,Lost NHL Conference Semi-Finals,C. Campbell,01/01/1994,0
NYR,http://www.hockey-reference.com/teams/NYR/1994.html,1993-94,NHL,New York Rangers,84,52,24,8,0,112,.667,0.81,0.00,1st,<strong>Won Stanley Cup Finals</strong>,M. Keenan,01/01/1993,1
NYR,http://www.hockey-reference.com/teams/NYR/1993.html,1992-93,NHL,New York Rangers,84,34,39,11,0,79,.470,0.10,0.15,6th,,R. Neilson,01/01/1992,0
NYR,http://www.hockey-reference.com/teams/NYR/1992.html,1991-92,NHL,New York Rangers,80,50,25,5,0,105,.656,1.02,0.08,1st,Lost NHL Division Finals,R. Neilson,01/01/1991,0
NYR,http://www.hockey-reference.com/teams/NYR/1991.html,1990-91,NHL,New York Rangers,80,36,31,13,0,85,.531,0.36,-0.04,2nd,Lost NHL Division Semi-Finals,R. Neilson,01/01/1990,0
