team_id,url_for_year,Season,Lg,Team,GP,W,L,T,OL,PTS,PTS%,SRS,SOS,Finish,Playoffs,Coaches
CHI,http://www.hockey-reference.com/teams/CBH/1946.html,1945-46,NHL,Chicago Black Hawks,50,23,20,7,,53,.530,0.37,-0.07,3rd,Lost NHL Semi-Finals,J. Gottselig
CHI,http://www.hockey-reference.com/teams/CBH/1945.html,1944-45,NHL,Chicago Black Hawks,50,13,30,7,,33,.330,-0.88,0.18,5th,,P. Thompson,J. Gottselig
CHI,http://www.hockey-reference.com/teams/CBH/1944.html,1943-44,NHL,Chicago Black Hawks,50,22,23,5,,49,.490,-0.15,0.03,4th,Lost Stanley Cup Finals,P. Thompson
CHI,http://www.hockey-reference.com/teams/CBH/1943.html,1942-43,NHL,Chicago Black Hawks,50,17,18,15,,49,.490,-0.02,0.00,5th,,P. Thompson
CHI,http://www.hockey-reference.com/teams/CBH/1942.html,1941-42,NHL,Chicago Black Hawks,48,22,23,3,,47,.490,-0.18,0.03,4th,Lost NHL Quarter-Finals,P. Thompson
CHI,http://www.hockey-reference.com/teams/CBH/1941.html,1940-41,NHL,Chicago Black Hawks,48,16,25,7,,39,.406,-0.48,0.08,5th,Lost NHL Semi-Finals,P. Thompson
CHI,http://www.hockey-reference.com/teams/CBH/1940.html,1939-40,NHL,Chicago Black Hawks,48,23,19,6,,52,.542,-0.14,0.02,4th,Lost NHL Quarter-Finals,P. Thompson
CHI,http://www.hockey-reference.com/teams/CBH/1939.html,1938-39,NHL,Chicago Black Hawks,48,12,28,8,,32,.333,-0.73,0.12,7th,,B. Stewart,P. Thompson
CHI,http://www.hockey-reference.com/teams/CBH/1938.html,1937-38,NHL,Chicago Black Hawks,48,14,25,9,,37,.385,-0.73,0.15,3rd,<strong>Won Stanley Cup Finals</strong>,B. Stewart
CHI,http://www.hockey-reference.com/teams/CBH/1937.html,1936-37,NHL,Chicago Black Hawks,48,14,27,7,,35,.365,-0.56,0.11,4th,,C. Loughlin
CHI,http://www.hockey-reference.com/teams/CBH/1936.html,1935-36,NHL,Chicago Black Hawks,48,21,19,8,,50,.521,0.04,0.02,3rd,Lost NHL Quarter-Finals,C. Loughlin
CHI,http://www.hockey-reference.com/teams/CBH/1935.html,1934-35,NHL,Chicago Black Hawks,48,26,17,5,,57,.594,0.56,-0.07,2nd,Lost NHL Quarter-Finals,C. Loughlin
CHI,http://www.hockey-reference.com/teams/CBH/1934.html,1933-34,NHL,Chicago Black Hawks,48,20,17,11,,51,.531,0.09,-0.01,2nd,<strong>Won Stanley Cup Finals</strong>,T. Gorman
CHI,http://www.hockey-reference.com/teams/CBH/1933.html,1932-33,NHL,Chicago Black Hawks,48,16,20,12,,44,.458,-0.24,0.03,4th,,E. Iverson,G. Matheson,T. Gorman
CHI,http://www.hockey-reference.com/teams/CBH/1932.html,1931-32,NHL,Chicago Black Hawks,48,18,19,11,,47,.490,-0.27,0.04,2nd,Lost NHL Quarter-Finals,B. Tobin
CHI,http://www.hockey-reference.com/teams/CBH/1931.html,1930-31,NHL,Chicago Black Hawks,44,24,17,3,,51,.580,0.59,-0.09,2nd,Lost Stanley Cup Finals,D. Irvin
CHI,http://www.hockey-reference.com/teams/CBH/1930.html,1929-30,NHL,Chicago Black Hawks,44,21,18,5,,47,.534,0.10,-0.04,2nd,Lost NHL Quarter-Finals,T. Shaughnessy,B. Tobin
CHI,http://www.hockey-reference.com/teams/CBH/1929.html,1928-29,NHL,Chicago Black Hawks,44,7,29,8,,22,.250,-1.07,0.11,5th,,H. Gardiner,D. Irvin
CHI,http://www.hockey-reference.com/teams/CBH/1928.html,1927-28,NHL,Chicago Black Hawks,44,7,34,3,,17,.193,-1.36,0.14,5th,,B. Stanley,H. Lehman
CHI,http://www.hockey-reference.com/teams/CBH/1927.html,1926-27,NHL,Chicago Black Hawks,44,19,22,3,,41,.466,-0.05,-0.03,3rd,Lost NHL Quarter-Finals,P. Muldoon
